Date,'PI','PI less transfers','Real Consumption','M&T sales','Retail sales','IP: total','IP: products','IP: final prod','IP: cons gds','IP: cons dble','IP: cons nondble','IP: bus eqpt','IP: matls','IP: dble matls','IP: nondble matls','IP: mfg','IP: res util','IP: fuels','NAPM prodn ','Cap util','Help wanted indx','Help wanted/unemp','Emp CPS total','Emp CPS nonag','U: all','U: mean duration','U < 5 wks','U 5-14 wks','U 15+ wks ','U 15-26 wks','U 27+ wks','UI claims','Emp: total','Emp: gds prod','Emp: mining','Emp: const','Emp: mfg','Emp: dble gds','Emp: nondbles','Emp: services','Emp: TTU','Emp: wholesale','Emp: retail','Emp: FIRE','Emp: Govt','Agg wkly hours','Avg hrs ','Overtime: mfg','Avg hrs: mfg','NAPM empl','Housing Starts: nonfarm','Housing Starts: NE','Housing Starts: MW','Housing Starts: South','Housing Starts: West','BP: total','BP: NE','BP: MW','BP: South','BP: West','PMI','NAPM new ordrs','NAPM vendor del','NAPM Invent','Orders: cons gds','Orders: dble gds','Orders: cap gds','Unf orders: dble','M&T invent','M&T invent/sales','M1','M2','Currency','M2 (real)','MB','Reserves tot','Reserves nonbor','C&I loan plus','DC&I loans','Cons credit','Inst cred/PI','S&P 500','S&P: indust','S&P div yield','S&P PE ratio','Fed Funds','Comm paper','3 mo T-bill','6 mo T-bill','1 yr T-bond','5 yr T-bond','10 yr T-bond','Aaa bond','Baa bond','CP-FF spread','3 mo-FF spread','6 mo-FF spread','1 yr-FF spread','5 yr-FF spread','10 yr-FF spread','Aaa-FF spread','Baa-FF spread','Ex rate: avg','Ex rate: Switz','Ex rate: Japan','Ex rate: UK','EX rate: Canada','PPI: fin gds','PPI: cons gds','PPI: int mat’ls','PPI: crude mat’ls','Spot market price','PPI: nonferrous','NAPM com price','CPI-U: all','CPI-U: apparel','CPI-U: transp','CPI-U: medical','CPI-U: comm.','CPI-U: dbles','CPI-U: services','CPI-U: ex food','CPI-U: ex shelter','CPI-U: ex med','PCE defl','PCE defl: dlbes','PCE defl: nondble','PCE defl: service','AHE: goods','AHE: const','AHE: mfg','Consumer expect'
1974/10/1,0.017567172,0.001892622,0.001566864,0.008949228,-0.008129354,0.006925196,0.006175257,0.008212203,0.014935137,0.010536579,0.016620211,-0.009505432,0.007764038,0.000272993,0.029164457,0.00881378,-0.018092532,0.025385225,53.1,0.505,3,0.0515,-0.001124082,0.001171603,-0.2,1.9,-0.060460755,-0.063647388,0.072945197,-0.010349381,0.180943197,-0.00262282,-0.000987606,-0.003751637,-0.000137466,-0.007346741,-0.003349686,-0.006495447,0.001525088,-0.000450341,0.001738851,-0.00050167,0.00521218,-0.000248047,-0.002904328,0,0,0,0.2,43.9,-0.030799536,-0.191394853,0.052842481,-0.058553309,0.010434877,0.034411998,-0.068992871,-0.01268516,0.130770231,0.022059718,45.1,54.9,24.9,28.7,0.013816577,-0.00130885,-0.018988914,-0.020775682,-0.005997388,-0.021,0.000593005,0.002208864,0.004219526,0.009636174,0.007851543,0.028967523,0.017262627,-0.001131635,-1.5,-0.014765745,-0.56,0.025206814,0.020659476,-0.0877,0.029669409,0.33,-0.03,0.11,0.02,-0.1,-0.21,-0.2,-0.13,-0.07,-0.006,-0.21,0.06,0.74,1.96,2.31,3.22,5.07,0.002619272,-0.005875434,0.00693103,-0.017475666,-0.00214112,0.003432895,0.001682869,0.003484324,-0.023280892,-0.004387324,-0.0047,44,0.005619711,-0.001386002,0.008125944,0.00207119,0.001701387,-1.23E-05,0.002076513,0.003835064,0.0017871,0.005577916,0.002187854,0.002582512,0.004511054,0.000596649,-1.56E-05,0.007377906,0.002120539,0.3
1974/11/1,-0.010556408,0.000528181,0.004010096,0.004953672,0.004857945,0.010558532,0.016295687,0.017978381,0.025152085,0.049733696,0.015543372,0.008225911,0.004091077,0.000656729,0.023635027,0.01468121,0.005907843,0.025094364,55.8,0.9364,1,0.0195,0.006294948,0.005473667,-0.2,-0.3,0.003475846,-0.107738638,0.034569637,0.002597404,0.070983227,-0.097534875,0.002782228,-0.001761947,0.000137466,-0.007115442,-0.000719252,-0.004949035,0.005774214,0.005139829,0.003083844,0.003216878,0.003723012,0.002725135,0.005194817,0.2,0.3,0.2,0.2,44.3,0.120335229,0.389716751,0.133990846,0.079656085,0.020548668,0.075315337,0.098192026,0.185861383,-0.012987196,0.059982705,47.2,58.4,28.7,24.6,0.044514889,0.08836404,0.102790519,-0.002333228,-0.00179568,-0.01,-0.006803299,-0.003317782,-0.005823044,0.003890031,-0.007276035,-0.025342642,-0.020546303,0.003205512,-0.9,0.022176903,0.14,0.000973552,0.00154202,-0.004,0.004577298,0.55,0.65,0.79,0.89,0.82,0.41,0.2,0.07,-0.07,0.094,0.03,0.4,1.01,1.82,1.96,2.74,4.45,0.024242866,0.04633232,0.009908726,-0.042920044,0.004374673,-7.46E-05,0.001638962,0.003484324,0.009638115,0.081637414,0.001454673,53,0.001797667,0.005524876,0.005891575,-7.12E-05,0.005084875,0.003466039,-0.002120557,0.00186992,0.007101041,0.001784852,0.002433183,0.001542915,0.005563994,0.000670465,0.001943364,-0.005925828,-4.11E-05,0.3
1974/12/1,0.008233471,0.009322207,0.00255105,0.01166182,0.005640794,0.0088507,0.002670987,0.000542208,0.004850812,0.012580766,0.001744155,-0.008659672,0.015811875,0.023644032,0.013032119,0.008829017,0.007100948,-0.006047997,61.1,0.5131,-1,0.0038,0.003950554,0.004454081,-0.2,0.6,-0.026012011,0.044413421,-0.027908788,-0.103776528,0.049435753,0.004666157,0.006071312,0.009251199,0.005619917,0.013053534,0.008715953,0.009578901,0.007396818,0.003417889,0.003330134,0.002077554,0.004830843,0.002470967,0.000605429,0.8,0.3,0.2,0.3,49.7,0.027354883,-0.244534741,0.106645863,0.103502642,-0.024014876,-0.0258207,-0.029199155,-0.119993959,0.032157112,0,51.4,60.3,35.1,28.1,0.019071564,0.004082165,-0.016618197,-0.006858977,-0.00107543,-0.017,-0.003183889,-0.004315804,-5.03E-05,0.003851168,-0.002531188,0.006283068,0.015786193,0.000522893,-0.8,-0.004874836,-0.14,-0.076131026,-0.076317951,0.3173,-0.061037195,0.04,0.27,0.31,0.44,0.59,0.41,0.34,0.11,0.04,0.324,0.3,0.8,1.56,2.19,2.26,2.81,4.45,0.018669618,0.024870887,0.005379007,-0.032663181,0.004355618,-7.33E-05,-0.00010556,0.005173739,-0.00495865,0.006989339,0.018779481,68.8,-0.005605531,-0.005524876,-0.008128053,-0.002146873,-0.010312282,-0.001773852,0.002055178,-0.003838554,-0.010736711,-0.005563947,-0.004275614,-0.000177668,-0.00712768,-0.003526568,0.001909168,-0.004404211,0.002066912,0.3
1975/1/1,0.003446546,0.004094143,0.002417643,0.00239217,0.000394352,0.01260316,0.012817859,0.015071059,0.014034172,0.020069031,0.011574685,0.014528974,0.012363981,0.016874996,0.024241055,0.01620546,0.003445252,0.041853779,62.3,1.0628,2,0.0257,0.0005217,-0.000410688,0,0.5,0.024623122,-0.005922183,0.015256884,-0.060804494,0.082130827,-0.013839507,0.001988901,0.005087152,0.00177535,0.007303403,0.004743842,0.002846069,0.007641059,-0.000536068,0.001086297,0.005109739,0.000219555,0.002464877,-0.003098271,0.1,0,0,0.1,53.5,0.003169575,-0.006779687,-0.119591027,0.050979438,0.063887267,0.068053463,0.091937495,0.042891565,0.055398779,0.091567194,54.4,60.4,43.8,34.2,0.003333173,-0.004152693,-0.047471966,-0.007305829,-0.000564623,-0.004,0.004207073,0.000337289,-0.004254226,0.003484235,0.000986491,0.00821779,-0.007439017,0.00381754,-0.1,0.002942285,-0.03,-0.012208157,-0.013077552,0.0532,0.000448789,0.1,0.2,-0.02,-0.02,0.05,0.04,0.03,0,0.02,0.424,0.18,0.68,1.51,2.13,2.19,2.71,4.37,0.007371333,0.011506325,0.00642685,-0.014674617,-0.008827724,-0.001756985,-0.003464772,-0.005215719,0.013961046,-0.046973268,-8.73E-05,73.6,0.003656112,0.001376463,0.007750047,0.002025083,0.003392687,0.001689892,0.00201692,0.003752135,0.007051559,0.003629574,0.000699358,0.000670499,-0.004019933,0.003587277,-0.003921337,0.004399905,-0.002160782,-0.3
1975/2/1,0.005195188,0.004896406,-7.30E-05,0.001223983,0.001404687,0.003865918,0.00241129,0.00142368,0.001279739,-0.004483937,0.003607784,0.001942187,0.005491078,-0.002524962,0.015537826,0.004828558,-0.027556458,-0.028196726,62.3,0.2167,0,0.0022,0.001054162,0.002437495,0,-0.7,0.028769107,0.014740212,-0.077608188,-0.052581747,-0.098569553,-0.063325501,0.003630755,0.004687362,0.006392405,0.00391062,0.004721444,0.000293959,0.011427,0.003621803,0.00216906,0.001175472,0.003402717,0.002458816,0.005113724,0.3,0.1,-0.1,0.1,48.9,0.061368946,0.013513719,0.133938476,-0.016032408,0.128224175,0.029631798,-0.062738341,0.05927661,0.020741484,0.0547249,55.5,64.2,44.8,41.9,0.006669658,-0.020870095,0.011055466,-0.010304162,0.003083893,0.003,-0.006666625,-0.002174196,0.004184988,0.000639887,-0.000993735,-0.023751307,-0.001720778,-2.99E-07,-0.1,-0.001151488,-0.09,0.045031852,0.044589111,-0.2042,0.059271505,-0.42,-0.44,-0.46,-0.67,-0.8,-0.4,-0.29,-0.09,0.01,0.404,0.14,0.43,1.13,2.15,2.32,3.04,4.8,0.000947194,-0.017459727,0.008099953,-0.012897795,-0.001267489,0.00162814,0.001625496,0.006814156,-0.014271172,-0.027437326,-0.009302393,75.3,-0.001873509,0.002741594,-0.009866987,-6.80E-05,0.001659065,-0.003460048,-0.002106201,-0.001923948,-0.0018209,-0.001859579,0.000673974,0.000291941,0.004990654,-0.001618117,-0.001943606,-0.005865107,-0.002120557,-0.2
1975/3/1,0.000617812,0.002969908,0.00747059,-0.001469441,0.000325195,0.002618493,0.001100301,0.000503581,0.004174451,0.00102918,0.005433767,-0.000322609,0.00431134,0.003949107,0.00614048,0.002714374,-0.010742918,0.007625478,60,0.0551,2,0.0347,0.000995221,0.001830245,-0.1,1.2,-0.0859684,-0.019844434,0.036513731,-0.081386613,0.12755709,-0.051091661,0.002248608,0.002708637,0.000271113,0.004728141,0.002411128,0.003325512,0.001032372,0.001530413,0.001782759,0.002633261,0.001553322,0.000981836,0.000201322,0.1,0,0.1,0,49.8,0.011834458,0.089803895,-0.052643733,0.087011377,-0.074328406,0.012692827,0.014285957,0.024868067,0.017442303,-0.002962965,54.5,62.2,46.8,38.8,-0.006559559,0.004252038,-0.006965481,-0.005655147,-0.004019752,-0.004,0.005944008,0.00274482,0.001335452,0.002656735,0.006390795,0.028734246,0.024883808,-3.00E-07,-0.1,0.002567858,-0.02,0.016793946,0.015688556,-0.0807,0.027708567,-0.6,-0.57,-0.48,-0.45,-0.46,-0.17,-0.09,-0.08,-0.06,0.434,0.26,0.58,1.27,2.58,2.83,3.56,5.34,-0.001895286,-0.003423308,0.000695677,-0.004092376,-0.010888332,-0.005057454,-0.005048942,-0.006860911,-0.020070242,-0.02532289,-0.00464038,70.8,0.001780094,-0.001382077,0.007629201,-0.010260682,-0.001718988,0.00169044,0.006029268,0.001825566,-0.001783339,0.001767515,0.000727106,-0.000900597,-0.002206879,0.002809627,0.005759978,0.011704539,0.002055178,-0.3
1975/4/1,0.001708875,0.000734304,0.009498355,0.010533999,0.009910344,0.012380537,0.010235543,0.011134115,0.008102789,0.017633684,0.004197842,0.016058017,0.014761969,0.014659773,0.01343995,0.013180187,0.001566006,0.011756071,62.4,0.8413,0,0.0046,0.002414497,0.00337475,-0.1,-0.1,0.016058739,-0.067927341,0.027931814,0.113890466,-0.036525261,-0.059443993,0.004688241,0.007434288,0.007561473,0.010214029,0.006732061,0.007199875,0.006025443,0.003160177,0.002414386,0.003586748,0.00496592,0.003428855,0.002881171,0.5,0.3,0.1,0.3,50.8,-0.029095674,-0.037504395,-0.021245109,-0.018692133,-0.050643733,-0.017265308,-0.014285957,0,0.005747142,-0.058031548,54.9,63.1,41.2,40.2,0.009484052,0.004959772,-0.049522575,-0.012810109,-0.002671126,-0.017,-0.003847925,0.000115149,-0.001441556,0.003679361,-0.004466193,-0.016301327,-0.027985428,0.004919087,0.8,0.008177332,0.07,-0.015327256,-0.015487146,0.052,-0.002049083,-0.02,0.1,-0.04,0.05,0.11,-0.04,-0.05,0.01,0,0.554,0.24,0.65,1.4,2.56,2.8,3.59,5.36,0.007324309,-0.007565191,0.010278699,-0.012922425,0,-0.001673622,-0.003333336,-1.15E-05,0.004580366,0.038873557,0.001534787,64.4,-0.001849267,-7.47E-06,-0.009639281,0.012240852,-0.001693309,-0.001719512,-0.006140367,-0.001898393,-2.71E-05,-0.001835695,-0.000909624,0.004298398,-0.001003457,-0.002231749,-0.001961671,-0.004414681,-3.86E-05,3.8
1975/5/1,0.007230314,0.006638601,0.009850859,0.024459138,0.023701105,0.014567605,0.0135133,0.013106335,0.0137187,0.017772057,0.012027796,0.012765552,0.015733523,0.025296619,0.004196107,0.013099869,0.051167402,-0.006471291,65.6,0.8416,1,0.0335,0.008445171,0.0072513,-0.3,0.1,-0.004717846,-0.017031482,-0.055559889,-0.124435379,-0.003157565,-0.002141902,0.007361337,0.009078194,0.001881468,0.012825937,0.008539861,0.00983994,0.006571765,0.005162579,0.007523348,0.003289519,0.00732913,0.001465918,0.00153769,0.7,0.2,0.1,0.1,53.1,0.034229532,-0.032365285,-0.012345836,0.037041272,0.107630664,0.091051479,-0.021819047,-0.003514942,0.069183875,0.231910045,58.8,63.8,54,45.3,0.025186632,0.033655336,0.058664335,-0.011321095,0.003024383,-0.029,0.00347234,0.000988315,-0.00141236,0.006292861,-0.001301954,-0.010112234,-0.003308214,-0.008743183,-0.8,-0.006130806,-0.05,0.088006748,0.088042966,-0.3461,0.101486444,-0.33,-0.72,-0.57,-0.71,-0.79,-0.3,-0.26,-0.19,-0.15,0.164,0,0.27,0.94,2.59,2.87,3.73,5.54,-0.002710827,-0.011763494,-0.003387152,0.003203409,-0.007424674,-0.003330559,-0.003333336,-1.14E-05,-0.009517807,0.014171019,-9.67E-06,70.2,-0.001819625,0.001350349,0.003766265,-0.002112916,-0.001676428,-0.001702108,0.005922164,-3.06E-05,-0.001746538,-0.001806478,-0.001626164,-0.003568558,-0.001476905,-0.001206051,0.001859495,-0.002909079,0.002004797,3.7
1975/6/1,0.006593869,0.007506593,-0.000834472,0.004380393,-0.006549236,0.009371179,0.004819674,0.004064332,0.002991276,0.011255623,-0.000477255,0.006326975,0.014385915,0.026437183,0.016676986,0.013991522,-0.045431416,0.043674172,64.8,0.9131,3,0.0624,0.003107295,0.004216634,-0.2,-0.3,0.018025001,-0.084229734,-0.074193036,-0.138084904,-0.030830958,-0.069644,0.004694881,0.004302854,-0.002285101,-0.000271186,0.005595469,0.006601947,0.004067408,0.003819385,0.005840441,0.00456663,0.007061569,0.002194855,0.000801336,0.3,0.1,0.1,0.1,57.3,0.117864313,0.254234138,0.21190046,0.11007665,-0.038637793,-0.004192878,0.036105005,0.113077145,0.028987537,-0.147522652,61.5,68.7,56.1,48.2,0.020084543,0.042714844,0.038578833,-0.004719302,0.005406894,0.001,0.003769522,0.003074571,0.004037941,0.011900275,0.003819896,0.022353968,0.019481214,0.001080311,-0.6,-0.001682715,-0.03,0.038283156,0.040744536,-0.138,0.045653645,-0.1,-0.03,0.01,0.06,0.1,-0.01,0.05,-0.05,-0.17,0.234,0.11,0.43,1.14,2.68,3.02,3.78,5.47,-0.00295491,-0.01275922,-0.010033207,-0.001177867,-0.012900824,-2.78E-06,-0.001687595,-1.13E-05,0.00135962,0.010915554,0.007784537,73.2,-0.001800157,-1.66E-05,-0.001931376,0.001929242,-0.003336114,0.003369821,-0.006029315,-0.001856785,-0.001728588,-0.001787288,-0.002526701,-0.001731029,-0.006093889,-0.000518602,-5.72E-05,0.002883911,-6.66E-05,3.8
1975/7/1,0.004014757,0.005613187,0.004956422,0.007530835,0.006276171,0.001029434,-0.001203924,-0.000938663,-0.002513383,-0.001477529,-0.002959899,0.004275391,0.003472464,0.006714792,0.000985377,0.001972653,-0.009402298,0.004701062,63.3,-0.0173,1,0.0247,0.003563767,0.00379754,-0.1,0.2,-0.06303911,0.007547206,-0.031454206,-0.005083895,-0.048790164,0.034456953,0.00353407,0.003965998,0.005502262,-0.000542594,0.004934881,0.006842832,0.002027517,0.002544017,0.002126729,0.002468121,0.001645052,0.002433091,0.000400427,-0.3,-0.5,0,-0.2,54.9,-0.079122022,-0.020619287,-0.041031397,-0.193458259,0.032789823,-0.022090958,0.01408474,-0.015848192,-0.053345981,-0.008708328,58.4,61.6,56.7,46.7,0.021096112,0.034928688,-0.02317732,0.002461766,0.003629259,-0.005,-0.001774892,-0.003975731,0.001249857,0.007773641,-0.000178446,-0.00686029,-0.005304113,-0.010540198,-2.5,0.001993331,0.03,0.00436249,0.006793444,-0.0148,0.010305127,0.07,0.12,0.12,0.24,0.3,0.04,-0.06,-0.03,-0.12,0.284,0.16,0.6,1.37,2.65,2.89,3.68,5.28,0.00766468,-0.001752576,-0.003582392,-0.042031886,-0.007679132,0.003336114,0.005020931,-1.13E-05,0.004679923,-0.000210062,0.007676567,74.3,-3.20E-06,-0.001363237,0.003692718,-9.92E-05,-2.79E-06,-2.55E-05,-3.49E-05,0.001806468,-2.95E-06,-0.001777778,0.000146383,-0.002895327,0.001832565,-0.000239901,-0.001920255,0.002846645,-6.56E-05,-0.6
1975/8/1,0.004369864,0.005952873,0.007106339,0.004774416,0.017075357,0.00581964,0.004741199,0.003789848,0.002982577,-5.84E-05,0.004259804,0.011010452,0.006990601,0.013572295,0.004068669,0.00678599,0.017430083,0.006766326,64.1,0.3542,-1,-0.0251,0.004886603,0.003406676,0.1,-0.6,0.111505977,0.00798806,-0.099415276,-0.202711512,-0.035556203,0.030350928,0.003832676,0.003179653,-0.002546065,-0.000271407,0.004055874,0.00510157,0.002456471,0.003044302,0.004488786,0.003793126,0.005702883,0.002911917,-0.000133458,0.2,-0.2,-0.5,-0.6,56.4,-0.018466434,-0.176091007,0.030930301,-0.00197824,-0.017751945,-0.02787637,-0.028370697,-0.08324271,-0.022161572,0.014472033,60.6,65.2,57.3,51.4,-0.007843267,-0.007647649,0.073592225,0.000319097,0.005166888,0.001,0.000297248,0.000952145,-0.0001147,0.007960783,-0.000620371,-0.012633188,-0.013608661,0.00262688,-2,0.001019329,0.06,0.008374021,0.00823122,-0.0058,0.007367162,-0.02,-0.16,-0.14,-0.26,-0.29,-0.24,-0.17,-0.12,-0.18,0.144,0.04,0.36,1.1,2.43,2.74,3.58,5.12,0.006206472,-0.014013693,-0.004706969,-0.050946595,-0.002335619,0.003319484,0.006688988,-1.12E-05,0.047991001,0.017248347,0.020839713,75.9,-3.19E-06,-0.001352255,-0.005626557,-0.004011162,0.003341688,-2.53E-05,-0.001981888,-0.001839708,0.001707922,0.001774623,0.000766443,0.005788151,0.001459895,-0.000737634,-0.001888338,0.002785714,-0.00806456,-0.5
1975/9/1,0.001992633,0.004124917,-0.00713403,-0.001106807,-0.012781165,0.004718199,0.007226303,0.007250955,0.008371992,0.001825121,0.011120736,0.007748223,0.001975439,0.007948553,-0.000379822,0.005460132,0.022048766,0.012707614,60.5,0.2489,2,0.0605,0.004266131,0.005269811,-0.3,-0.9,-0.049896971,0.018719758,-0.043937703,0.112079466,-0.144849382,0.0560356,0.000497482,-0.002815752,0.000670646,-0.009545961,-0.001597536,0.002729028,-0.008260318,0.001396575,0.001678113,0.002120946,0.00253786,0.002178386,-0.000934704,0.2,0.5,0.6,0.7,55.4,0.044856854,-0.084192091,0.012610508,0.005923018,0.187284346,0.053323035,0.035339366,0.030771659,0.103678429,0.025533302,58.8,62.3,58.3,51.6,0.009418151,-0.003781291,-0.036934812,-0.006479998,0.005019071,0.008,-0.002746026,0.000362825,-0.002736956,0.005867059,0.000761066,0.021160925,0.016735722,0.01626221,0.9,-0.006064087,-0.04,-0.007582881,-0.007967472,0.0483,-0.014690011,0.47,0.35,0.34,0.44,0.48,0.34,0.34,0.18,-0.08,0.024,-0.09,0.33,1.11,2.3,2.61,3.29,4.57,0.002332091,-0.016902934,-0.000329035,-0.021017686,-0.003462678,-0.00333054,-0.006688988,0.00164864,-0.042988078,-0.029168557,-0.011174389,78,0.003549224,0.002682754,0.001829601,0.001912818,0.003325003,0.001632001,-0.001958835,-1.31E-05,-1.17E-05,0.003530429,0.002453854,-0.000896862,0.005632492,0.001228926,0.005526361,0.00130323,0.011976191,-0.6
1975/10/1,0.001595874,0.000817672,0.011359117,0.012216517,0.018014974,9.59E-05,-0.002636175,-0.002840037,-0.004003438,-0.004728309,-0.003704304,0.002521185,0.003075448,0.004675557,-0.003736703,0.000253118,-0.014084913,0.026324978,60.5,-0.161,0,-0.0323,-0.002604917,-0.002038904,0.2,1.9,-0.002866358,0.107262074,0.097671456,0.08859123,0.104293499,0.009125539,0.001133954,-0.000272913,0.004281516,-0.004669697,0.000456699,0.001033203,-0.000436649,0.001237829,0.000558746,0.000357307,-0.000435562,0.002414877,-0.000534509,0,-0.1,-0.1,-0.1,54.3,0.024374937,0.102654154,-0.064705619,0.132546656,-0.069169691,-0.005037794,-0.087011377,0.033115609,-0.067911206,0.059800423,58.2,60.6,58.6,52.6,-0.001246106,0.012991848,-0.000672108,-0.002030358,0.008332447,-0.005,-0.003050327,-0.005478997,-0.001366797,0.000778604,-0.003036124,-0.012060954,-0.008879727,-0.001141522,0.7,0.004268227,0.04,0.006011943,0.006483857,0.0011,-0.003627818,0.19,0.39,0.21,0.15,0.12,0.02,-0.04,0.04,0.03,0.224,-0.07,0.29,1.04,2.13,2.38,3.14,4.41,0.003604026,-0.006939149,0.000598134,-0.024581993,-0.006756091,-2.74E-06,0.001665279,0.003270144,0.02955189,0.019960497,-0.013340586,80.1,-2.83E-05,-1.62E-05,0.003625787,-6.06E-05,-0.001679095,-0.00168995,0.003872189,0.001783913,0.001684744,-0.001783922,-0.000387107,-0.003290618,-0.000319336,0.000539506,-0.005574285,-0.016885717,-0.006041456,2
1975/11/1,0.006794365,0.004104621,0.002906939,0.000693664,0.00300616,0.005749183,0.008630445,0.005582474,0.006312209,0.004718165,0.006977128,0.008577595,0.0025958,0.010430821,0.001558015,0.007458393,0.006645894,-0.011430479,56.7,0.4006,0,-0.019,0.005966605,0.005637837,0.2,-1.2,0.061911284,-0.044830456,-0.006884709,0.085136962,-0.079180798,-0.016537713,0.002171116,0.000272913,0.010095729,-0.0013776,0.000171208,-9.39E-05,0.000582157,0.002853367,0.002789056,0.001478913,0.003011547,0.002168414,0.002002938,0.2,0.1,0.1,0.1,55.1,-0.064939939,-0.137021798,-0.038151766,-0.051293294,-0.082920408,0.046864309,0.134477914,-0.023065273,0.047502334,0.068816955,55.9,58,54,50.5,0.001110243,0.027836174,0.149260896,0.003752436,0.00537995,0.006,0.002357069,0.002924076,-4.26E-05,0.00299568,0.000189575,-0.005922248,-0.005611786,-0.003916089,0,-0.000138078,-0.03,0.023596764,0.021513638,-0.0563,0.010008527,-0.17,-0.29,-0.18,-0.24,-0.32,-0.12,-0.03,-0.06,-0.07,0.104,-0.08,0.22,0.89,2.18,2.52,3.25,4.51,-0.003604026,0.006014024,-0.015319995,0.011834458,-0.001438997,0.001646073,0.001656983,-0.003335608,-0.030999864,0.018200088,0.01268255,84.2,-2.80E-05,0.001312861,-0.003706445,0.001854245,0.00163784,0.001613575,0.001887558,-2.90E-05,-2.59E-05,0.001737427,0.000704848,0.003530228,-0.000515004,0.00036652,0.005456009,0.01821438,0.001923851,2
1975/12/1,0.002910877,0.003983234,0.001769789,0.003452116,-0.009208586,0.006884522,0.003917769,0.005813956,0.002050369,0.015142118,-0.003492765,0.016267917,0.010122548,0.012141942,0.009130984,0.006562507,0.004471558,0.001458945,52.9,0.3306,0,-0.0031,0.001458086,0.001258903,0,-0.1,-0.024583006,0.063075967,0.026418239,0.029577017,0.023716527,-0.004370749,0.002228241,0.002271386,-0.038396311,0.0013776,0.004100234,0.007948796,-0.00189325,0.00187461,0.002163901,0.000458529,0.003757272,0.001202646,0.000933333,-0.1,-0.2,-0.1,-0.1,52.1,0.101068664,0.087011377,0.132489183,0.040894587,0.164390376,0.050127957,0.076470364,0.048790164,0.017880425,0.071289084,54.5,57.7,55.2,52.4,0.004237031,-0.010385819,-0.099974609,-0.007314688,0.002184823,-0.001,0.00266785,0.003309156,-4.21E-05,0.005820531,0.00151216,0.017120338,0.019440526,0.003900813,0.7,-0.003099931,-0.04,-0.008771563,-0.011693023,0.0608,-0.023955824,-0.02,-0.18,-0.09,-0.13,-0.2,-0.18,-0.06,-0.11,-0.18,-0.056,-0.15,0.11,0.71,2.02,2.48,3.16,4.35,-0.000932184,-0.001490043,-0.013752953,-0.001233253,0.013486105,-1.09E-05,-0.001665261,-0.0016541,-0.012538267,-0.083671935,-0.017136674,73.3,-2.77E-05,0.001291914,-2.96E-05,-0.003886473,-2.44E-05,-4.29E-05,-0.001965525,-2.87E-05,-2.56E-05,-2.75E-05,0.0004866,-0.00355305,0.000858405,0.001698744,-8.26E-05,-0.007048523,0.001878589,2
1976/1/1,0.00100652,0.001776849,0.003771548,0.002888262,-0.005643112,0.002860614,0.003683772,-0.000733692,0.000518664,-0.006880666,0.003653602,-0.002541471,0.001962914,-0.002656639,0.003426141,0.002328197,-0.000115035,-0.00700311,53.2,-0.0042,-1,0.0019,-0.000560551,0.000605574,-0.2,-0.4,0.005859055,0.002579537,-0.03509132,-0.005479466,-0.061210731,0.038417664,0.003456314,0.004708021,0.042485217,0.000550509,0.003913677,0.001582205,0.00755159,0.001455604,0.002898463,0.003229213,0.002382655,0.005752652,-0.002401762,0.3,0.2,0,0,54.2,0.10406936,0.037740328,0.13413948,0.096259998,0.108777653,0.123454048,-0.024845999,0.216134921,0.171717004,0.057922648,53.6,55.3,52.6,49.5,-0.000958822,0.001794059,0.040494627,0.001475121,0.00791404,0.007,-0.004033582,-0.000397423,-4.15E-05,0.005353915,-0.001008622,-0.013972725,-0.013770658,0.003855459,1.4,0.004061803,0.05,0.020696341,0.021559565,-0.0487,0.006351672,-0.04,-0.03,-0.06,-0.1,-0.16,-0.18,-0.18,-0.07,-0.24,-0.046,-0.17,0.05,0.59,1.88,2.34,3.13,4.15,-0.004205614,-0.003229325,-0.011270264,-0.031683562,-0.01050762,-1.08E-05,-2.74E-06,0.00647236,0.015542524,0.024505707,0.005553341,70.6,-2.74E-05,-0.002668186,0.005342219,0.001856045,-2.42E-05,-0.001659119,0.001862957,0.001736831,-2.53E-05,-2.72E-05,6.57E-05,0.006379996,-0.000516132,-0.001735923,-0.001868476,-0.001407072,-0.002015129,0.1
